MRK_2019.pdf,MRK_2018.pdf,MRK_2020.pdf,MRK_2021.pdf
,,3 Includes organizations receiving funds through the P4G matching gift and Dollars for Doers programs.,
,,4 Includes active employee participants in the P4G matching gift program.,
,,"For more information on access and pricing, see GRI 203 Management approach on page 53.Grants and contributions Merck ESG Progress Report 2020/2021 72 Overview GRI/SASB: General disclosures Economic Environmental Social Indices Procurement practices GRI 204 Management approach Global Economic Inclusion & Supplier Diversity Global Economic Inclusion & Supplier Diversity (EI&SD) is integrated into our overall Global Diversity & Inclusion (GD&I) strategy and supports our corporate vision.",
,,"The EI&SD Center of Excellence (CoE) is a member of the GD&I Business Consortium, where EI&SD is one of four target areas focusing on: • Increasing business performance through diversity and inclusion • Creating a competitive business advantage • Attracting and retaining top talent • Driving shareholder value Economic Inclusion & Supplier Diversity is the epicenter of our company’s diverse and inclusive procurement practices.",
,,"We create economic opportunities for underrepresented communities by procuring products and services from minority-, women-, veteran-, lesbian-, gay-, bisexual and transgender (LGBT)-, and disability- owned enterprises.",
,,"Our goals go beyond the amount of dollars we spend with small- and diversity-owned businesses, as we focus on the growth and development of our suppliers to drive economic impact and value delivery to our company.",
,,"We are committed to supporting the businesses that are the economic engine of growth around the world by making a difference in global economic inclusion.Celebrating 35 years of impact and inclusion Diversity is mission critical for innovation and scientific excellence, as well as for better decision-making and cultural agility.",
,,This is our 35th year of pursuing goods and services from diverse suppliers.,
,,We see that as a huge milestone.,
,,It’s an opportunity for us to increase our program awareness and to look more deeply at our pipeline and the suppliers we work with to see where we can expand opportunities for the communities that we serve.,
,,2020 Virtual Engagement Center The challenges posed by the COVID-19 pandemic haven’t changed our commitment to Economic Inclusion and Supplier Diversity.,
,,"Instead, they’ve inspired innovation.",
,,"In 2020, we launched the Virtual Engagement Center with the purpose of modernizing educational offerings by curating our company’s online educational content and developing webinars specific to diverse business needs.",
,,"Topics included the following: • Certification to Success • Think Globally, Act Locally • Get to Know Your Target Client • Differentiate Yourself • Show up and Follow up • Winning the Business • Increase Visibility in the Network • Create and Communicate a Supplier Diversity Program GRI/SASB: Merck ESG Progress Report 2020/2021 General disclosures Economic Environmental Social Indices 73 Overview In addition, this platform allowed us to establish meaningful business connections via the Virtual Business Opportunity Fair, a remote-hosted exhibition/tradeshow for diverse suppliers.",
,,Two events were held—one in June and another in November.,
,,"Attendees of the virtual events included nearly 2,000 diverse suppliers, partners and advocacy representatives from the U.S., Puerto Rico, Canada, Brazil, Mexico, Colombia, the United Kingdom, Germany, India, China, Vietnam and South Africa.",
,,"The events included webinars, speaker sessions, panel discussions and virtual tradeshows.",
,,"Throughout the course of the day, attendees engaged in over 2,700 private chats connecting suppliers, our procurement specialists and advocacy groups.",
,,"Performance In 2020, diverse spend represented 12 percent of our total procurement spend, exceeding our corporate goal to achieve $2 billion in spend with minority-owned, women-owned, veteran- owned, LGBT-owned and disability-owned business enterprises.",
