JPM_2019.pdf,JPM_2018.pdf,JPM_2020.pdf,JPM_2021.pdf,JPM_2022.pdf
"In addition, we empower all types of investors to build their savings and grow their wealth through our You Invest sm digital investment platform.",,,,
Approximately 90% of You Investsm clients are first-time investors with Chase.,,,,
"We also created Credit Journeysm, a free, online tool to help consumers track and manage their credit scores.",,,,
"All consumers, whether or not they are Chase customers, can check their credit score at any time and receive alerts about changes, as well as learn what affects their score and find advice on how to improve it.",,,,
"By year-end 2019, 22 million people had enrolled in Credit Journey sm.",,,,
"JPMORGAN CHASE & CO. Environmental Social & Governance Report 13INTRODUCTIONINVESTING IN O UR EMPLOYEESPROMOTING SOUND GOVERNANCEADV ANCING SUSTAINABILITYSUPPORTING OUR COMMUNITIES SERVING OUR CUSTOMERSSupporting Small Businesses Small businesses are vital engines of economic growth and opportunity, and our firm has been a longtime leader in small business banking.",,,,
"During 2019, we originated over 1.1 million small business loans for a total of $18.4 billion in the states where we have a branch presence, an increase of 19% in capital extended from the year before.",,,,
"We know that minority, women, veteran and other underserved entrepreneurs face distinct barriers to starting and growing their businesses, so we have a number of efforts designed to help them get access to the capital, expertise and networks crucial for success.",,,,
"For example, through our Women on the Move global initiative, we are helping women start and grow businesses (see p. 21), including a goal to provide $10 billion in credit to women business owners through 2021.",,,,
"By the end of 2019, we had extended approximately $4 billion toward this goal, putting us ahead of pace.",,,,
"In addition, we have committed $150 million in philanthropic capital to help underserved entrepreneurs build and grow their businesses.",,,,
"Through the Entrepreneurs of Color Fund (see p. 25), we support community lending organizations that provide minority entrepreneurs with access to capital, education and other resources.",,,,
"We are also using our global purchasing power to support diverse suppliers, spending more than $2 billion annually with companies owned and operated by historically underrepresented groups, many of which are small businesses.",,,,
Our firm is proud to be a member of The Billion Dollar Roundtable—a nonprofit that recognizes corporations that spend at least $1 billion with minority and woman-owned suppliers—for our commitment to supplier diversity.,,,,
